"Code de la région du lieu des travaux - Code de la zone";"Code de la région du lieu des travaux - Libellé de la zone";"Code du département du lieu des travaux - Code de la zone";"Code du département du lieu des travaux - Libellé de la zone";"Code de la commune du lieu des travaux";"Numéro d’enregistrement du permis d’aménager (PA)";"Etat d’avancement du projet";"Date réelle d’autorisation initiale";"Date réelle d’ouverture de chantier";"Date réelle d’achèvement des travaux";"Année de dépôt de la DAU";"Date (mois) de prise en compte DPC du premier évènement reçu dans Sitadel (dépôt de la demande ou autorisation)";"Date (mois) de prise en compte DPC de l’autorisation initiale";"Date (mois) de prise en compte DPC de l’ouverture du chantier";"Date de dernière mise à jour des données";"Code d’activité principale de l’établissement d’un demandeur avéré en tant que personne morale";"Catégorie juridique d’un demandeur avéré en tant que personne morale";"Dénomination d’un demandeur avéré en tant que personne morale";"Numéro SIREN d’un demandeur avéré en tant que personne morale";"Numéro SIRET d’un demandeur avéré en tant que personne morale";"Code postal du demandeur";"Localité du demandeur";"Indicateur de recours à un architecte";"Numéro de voie du terrain";"Type de voie du terrain";"Libellé de la voie du terrain";"Lieu-dit du terrain";"Localité du terrain";"Code postal du terrain";"Section cadastrale 1";"Numéro parcelle cadastrale 1";"Section cadastrale 2";"Numéro parcelle cadastrale 2";"Section cadastrale 3";"Numéro parcelle cadastrale 3";"Superficie du terrain";"Code zone opératoire"
"REG_CODE";"REG_LIBELLE";"DEP_CODE";"DEP_LIBELLE";"COMM";"NUM_PA";"ETAT_PA";"DATE_REELLE_AUTORISATION";"DATE_REELLE_DOC";"DATE_REELLE_DAACT";"AN_DEPOT";"DPC_PREM";"DPC_AUT";"DPC_DOC";"DPC_DERN";"APE_DEM";"CJ_DEM";"DENOM_DEM";"SIREN_DEM";"SIRET_DEM";"CODPOST_DEM";"LOCALITE_DEM";"REC_ARCHI";"ADR_NUM_TER";"ADR_TYPEVOIE_TER";"ADR_LIBVOIE_TER";"ADR_LIEUDIT_TER";"ADR_LOCALITE_TER";"ADR_CODPOST_TER";"SEC_CADASTRE1";"NUM_CADASTRE1";"SEC_CADASTRE2";"NUM_CADASTRE2";"SEC_CADASTRE3";"NUM_CADASTRE3";"SUPERFICIE_TERRAIN";"ZONE_OP"
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"0315552500015";2;"2025-09-26";;;2025;"2025-06";"2025-09";;"2025-09";"68.20A";4140;"HABITAT TOULOUSE";"400121463";"40012146300105";"31000";"TOULOUSE";"true";;"RUE";"NORBERT CASTERET";;"TOULOUSE";"31300";"AI";"153";"AI";"8";;;42238;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"0315552500016";2;"2025-09-15";;;2025;"2025-07";"2025-09";;"2025-09";"84.11Z";7344;"TOULOUSE METROPOLE";"243100518";"24310051800170";"31000";"TOULOUSE";"false";;"RUE";"ARAGO";;"TOULOUSE";"31500";;;;;;;0;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"0315552500017";2;"2025-09-15";;;2025;"2025-07";"2025-09";;"2025-09";"84.11Z";7344;"TOULOUSE METROPOLE";"243100518";"24310051800170";"31000";"TOULOUSE";"false";;"RUE";"DU GENERAL JEAN COMPAN";;"TOULOUSE";"31500";;;;;;;0;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"0315552500019";2;"2025-11-10";;;2025;"2025-07";"2025-11";;"2025-11";"86.10Z";7364;"HOPITAL PURPAN";"263100125";"26310012500040";"31000";"TOULOUSE";"true";;;"AVENUE DU PR JEAN DAUSSET";;"TOULOUSE";"31000";"AO";"16";"AO";"3";"AP";"2";407607;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"0315552500020";2;"2025-10-27";;;2025;"2025-08";"2025-10";;"2025-10";"71.11Z";5599;"EUROPOLIA";"528861685";"52886168500030";"31000";"TOULOUSE";"false";"31";"CH";"DE LAPUJADE";;"TOULOUSE";"31200";"AD";"294";"AD";"295";"AD";"296";5814;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"0315552500021";2;"2025-10-28";;;2025;"2025-08";"2025-10";;"2025-10";"68.10Z";5710;"MAISON BASSO";"940354400";"94035440000019";"31100";"TOULOUSE";"true";"26";"CH";"DE BASSO CAMBO";;"TOULOUSE";"31100";"AR";"180";;;;;3863;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"0315552500022";2;"2025-10-17";;;2025;"2025-08";"2025-10";;"2025-10";;;;;;"31100";"TOULOUSE";"true";"59";"ALLEE";"DES VITARELLES";;"TOULOUSE";"31100";"AX";"128";"AX";"129";"AX";"130";1868;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"0315552500024";2;"2025-12-01";;;2025;"2025-09";"2025-12";;"2025-12";;;;;;"31400";"TOULOUSE";"false";"25";"RUE";"PIERRE BROSSOLETTE";;"TOULOUSE";"31400";"AB";"301";;;;;1545;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"0315552500025";2;"2025-11-03";;;2025;"2025-09";"2025-11";;"2025-11";"84.11Z";7344;"TOULOUSE METROPOLE";"243100518";"24310051800170";"31000";"TOULOUSE";"false";;"RUE";"DES FONTAINES";;"TOULOUSE";"31300";"AC";"1";"AC";"293";"AC";"869";712;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"0315552500027";2;"2025-12-08";;;2025;"2025-09";"2025-12";;"2025-12";"84.11Z";7344;"TOULOUSE METROPOLE";"243100518";"24310051800170";"31200";"TOULOUSE";"false";;"BD";"DE SUISSE";;"TOULOUSE";"31200";;;;;;;0;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"0315552500029";2;"2025-12-08";;;2025;"2025-10";"2025-12";;"2025-12";;;;;;"31330";"MERVILLE";"true";"47";"CH";"DU CARRELOT";;"TOULOUSE";"31100";"AY";"155";"AY";"568";;;2687;4
